coin_id,name,symbol,categories,last_updated
oasis-network,Oasis,rose,Smart Contract Platform;BNB Chain Ecosystem;Layer 1 (L1);Proof of Stake (PoS);Pantera Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Blockchain Capital Portfolio;Privacy Blockchain;Polychain Capital Portfolio;Coinbase 50 Index,2025-07-11T04:59:45.733993+00:00
official-trump,Official Trump,trump,Solana Ecosystem;Meme;Solana Meme;PolitiFi;Made in USA,2025-07-11T04:59:46.277236+00:00
okb,OKB,okb,Exchange-based Tokens;Centralized Exchange (CEX) Token;Ethereum Ecosystem;Sora Ecosystem;OKT Chain Ecosystem;GMCI 30 Index;GMCI Index;Made in China,2025-07-11T04:59:46.954719+00:00
olympus,Olympus,ohm,Crypto-Backed Tokens;Decentralized Finance (DeFi);Rebase Tokens;Arbitrum Ecosystem;Ethereum Ecosystem;Berachain Ecosystem,2025-07-11T04:59:48.057363+00:00
omni-network,Omni Network,omni,Smart Contract Platform;Binance Launchpool;Layer 1 (L1);Interoperability;Cross-chain Communication;Pantera Capital Portfolio;Made in USA,2025-07-11T06:21:38.980364+00:00
ondo-finance,Ondo,ondo,Decentralized Finance (DeFi);Ethereum Ecosystem;Real World Assets (RWA);Coinbase Ventures Portfolio;Pantera Capital Portfolio;GMCI DeFi Index;RWA Protocol;GMCI Index;World Liberty Financial Portfolio;Binance Alpha Spotlight;Made in USA,2025-07-11T04:59:48.628107+00:00
onfa,ONFA,oft,Software as a service;BNB Chain Ecosystem,2025-07-11T04:59:49.840544+00:00
ontology,Ontology,ont,Smart Contract Platform;Masternodes;Proof of Stake (PoS);Made in China,2025-07-11T04:59:50.388427+00:00
optimism,Optimism,op,Smart Contract Platform;Optimism Ecosystem;Layer 2 (L2);Paradigm Portfolio;Rollup;Andreessen Horowitz (a16z) Portfolio;GMCI Layer 2 Index;GMCI Index;Optimism Superchain Ecosystem;Made in USA,2025-07-11T04:59:52.320582+00:00
orbs,Orbs,orbs,Infrastructure;Smart Contract Platform;Decentralized Finance (DeFi);BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Fantom Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;DWF Labs Portfolio;Layer 3 (L3);Outlier Ventures Portfolio,2025-07-11T04:59:53.440042+00:00
orca,Orca,orca,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);Solana Ecosystem;Coinbase Ventures Portfolio;DeFiance Capital Portfolio;Made in USA,2025-07-11T04:59:53.993837+00:00
ordinals,ORDI,ordi,Solana Ecosystem;BRC-20;Bitcoin Ecosystem;Inscriptions,2025-07-11T04:59:54.569055+00:00
origintrail,OriginTrail,trac,Artificial Intelligence (AI);Polkadot Ecosystem;Metaverse;Ethereum Ecosystem;Interoperability;Real World Assets (RWA);DePIN;Decentralized Science (DeSci);AI Agents,2025-07-11T04:59:55.696036+00:00
osmosis,Osmosis,osmo,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Automated Market Maker (AMM);Cosmos Ecosystem;Osmosis Ecosystem;Paradigm Portfolio;Proof of Stake (PoS);Evmos Ecosystem;Secret Ecosystem;GMCI DeFi Index;GMCI Index;Made in USA,2025-07-11T04:59:56.236299+00:00
ozone-chain,Ozone Chain,ozo,Smart Contract Platform;Layer 1 (L1);Zero Knowledge (ZK),2025-07-11T04:59:57.504146+00:00
paal-ai,PAAL AI,paal,Artificial Intelligence (AI);Virtual Reality;BNB Chain Ecosystem;Launchpad;Ethereum Ecosystem;Telegram Apps;Discord Bots;Base Ecosystem;PAAL AI Launchpad;AI Agents;AI Applications;AI Agent Launchpad;Binance Alpha Spotlight;AI Framework;DeFAI;Made in USA,2025-07-11T04:59:58.156318+00:00
pancakeswap-token,PancakeSwap,cake,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);BNB Chain Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Aptos Ecosystem;ZkSync Ecosystem;Linea Ecosystem;Base Ecosystem;Polygon zkEVM Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;opBNB Ecosystem;GMCI DeFi Index;GMCI Index,2025-07-11T04:59:58.780164+00:00
pay-coin,Paycoin,pci,E-commerce,2025-07-11T04:59:59.892764+00:00
peanut-the-squirrel,Peanut the Squirrel,pnut,Solana Ecosystem;Meme;Solana Meme;Pump.fun Ecosystem;Zoo-Themed;Memorial Themed,2025-07-11T05:00:01.066847+00:00
pendle,Pendle,pendle,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);BNB Chain Ecosystem;Derivatives;Lending/Borrowing Protocols;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Fixed Interest;LSDFi;Base Ecosystem;Restaking;LRTfi;Liquid Restaking Governance Tokens;Yield Tokenization Protocol;YZi Labs (Prev. Binance Labs) Portfolio;GMCI DeFi Index;Sonic Ecosystem;Liquid Staking;GMCI Index;BTCfi Protocol,2025-07-11T05:00:01.737902+00:00
pepe,Pepe,pepe,BNB Chain Ecosystem;Meme;Arbitrum Ecosystem;Ethereum Ecosystem;Frog-Themed;GMCI Meme Index;GMCI Index;The Boy’s Club;4chan-Themed,2025-07-11T05:00:05.907019+00:00
pi-network,Pi Network,pi,Layer 1 (L1);Made in USA;Mobile Mining,2025-07-11T05:00:06.431207+00:00
plume,Plume,plume,Smart Contract Platform;Layer 1 (L1);Ethereum Ecosystem;Real World Assets (RWA);RWA Protocol;Made in USA;Plume Network Ecosystem,2025-07-11T05:00:06.960705+00:00
polkadot,Polkadot,dot,Smart Contract Platform;Polkadot Ecosystem;Proof of Stake (PoS);Layer 0 (L0);Pantera Capital Portfolio;GMCI 30 Index;GMCI Index;Made in USA;Coinbase 50 Index,2025-07-11T05:00:08.066426+00:00
polygon-ecosystem-token,POL (ex-MATIC),pol,Smart Contract Platform;Polygon Ecosystem;Ethereum Ecosystem;Layer 2 (L2),2025-07-11T05:00:10.065796+00:00
polymesh,Polymesh,polyx,Smart Contract Platform;Layer 1 (L1);Real World Assets (RWA);RWA Protocol,2025-07-11T05:00:11.843875+00:00
popcat,Popcat,popcat,Solana Ecosystem;Meme;Solana Meme;Cat-Themed;Murad Picks,2025-07-11T05:00:12.549073+00:00
project-galaxy,GAL (migrated to Gravity - G),gal,Smart Contract Platform;SocialFi;NFT;BNB Chain Ecosystem;Binance Launchpool;Ethereum Ecosystem;Decentralized Identifier (DID);Zero Knowledge (ZK);DWF Labs Portfolio;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Alameda Research Portfolio;DragonFly Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Quest-to-Earn,2025-07-11T05:00:13.126611+00:00
prometeus,Prom,prom,Smart Contract Platform;BNB Chain Ecosystem;Ethereum Ecosystem;Layer 2 (L2),2025-07-11T05:00:13.674512+00:00
proton,XPR Network,xpr,Smart Contract Platform;BNB Chain Ecosystem;Ethereum Ecosystem;DWF Labs Portfolio;Made in USA,2025-07-11T05:00:14.245771+00:00
pudgy-penguins,Pudgy Penguins,pengu,Solana Ecosystem;Meme;Solana Meme;Binance HODLer Airdrops;Airdropped Tokens by NFT Projects;Made in USA,2025-07-11T05:00:14.820074+00:00
purr-2,Purr,purr,Meme;Cat-Themed;Hyperliquid Ecosystem;HyperEVM Ecosystem,2025-07-11T05:00:16.176773+00:00
pyth-network,Pyth Network,pyth,Business Services;Infrastructure;Decentralized Finance (DeFi);Oracle;Solana Ecosystem;Neon Ecosystem;Manta Network Ecosystem;Multicoin Capital Portfolio;GMCI DeFi Index;Delphi Ventures Portfolio;GMCI Index,2025-07-11T05:00:16.698687+00:00
qtum,Qtum,qtum,Smart Contract Platform;Proof of Stake (PoS);Made in China,2025-07-11T05:00:17.249958+00:00
quant-network,Quant,qnt,Ethereum Ecosystem;Real World Assets (RWA);Energi Ecosystem;Coinbase 50 Index,2025-07-11T05:00:17.811609+00:00
qubic-network,Qubic,qubic,Artificial Intelligence (AI);Smart Contract Platform;Layer 1 (L1);Proof of Work (PoW),2025-07-11T05:00:18.959669+00:00
quq,Quq,quq,BNB Chain Ecosystem;Meme;Four.meme Ecosystem,2025-07-11T05:00:19.553667+00:00
ravencoin,Ravencoin,rvn,Smart Contract Platform;Real World Assets (RWA);Proof of Work (PoW);Made in USA,2025-07-11T05:00:20.685130+00:00
raydium,Raydium,ray,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);Solana Ecosystem;Launchpad;GMCI DeFi Index;GMCI Index,2025-07-11T05:00:21.219074+00:00
reallink,RealLink,real,Tron Ecosystem,2025-07-11T05:00:21.878389+00:00
rekt-4,Rekt,rekt,BNB Chain Ecosystem;Solana Ecosystem;Meme;Ethereum Ecosystem;Binance Alpha Spotlight;Abstract Ecosystem,2025-07-11T05:00:22.919849+00:00
render-token,Render,render,Artificial Intelligence (AI);NFT;Metaverse;Solana Ecosystem;Polygon Ecosystem;Ethereum Ecosystem;DePIN;Multicoin Capital Portfolio;Alameda Research Portfolio;GMCI DePIN Index;GMCI 30 Index;GMCI Index;Made in USA;Coinbase 50 Index,2025-07-11T05:00:23.547530+00:00
request-network,Request,req,Business Services;Polygon Ecosystem;Ethereum Ecosystem,2025-07-11T05:00:24.702339+00:00
reserve-protocol-eth-plus,ETHPlus,eth+,Arbitrum Ecosystem;Ethereum Ecosystem,2025-07-11T05:00:25.262812+00:00
reserve-rights-token,Reserve Rights,rsr,Decentralized Finance (DeFi);Arbitrum Ecosystem;Ethereum Ecosystem;Real World Assets (RWA);Base Ecosystem;Coinbase Ventures Portfolio;Energi Ecosystem;Made in USA,2025-07-11T05:00:25.906492+00:00
resolv-rlp,Resolv RLP,rlp,LP Tokens;Ethereum Ecosystem,2025-07-11T05:00:26.504340+00:00
ripple,XRP,xrp,FTX Holdings;Pantera Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;XRP Ledger Ecosystem;GMCI 30 Index;Blockchain Capital Portfolio;GMCI Index;Made in USA;Coinbase 50 Index,2025-07-11T05:00:29.288333+00:00
rocket-pool,Rocket Pool,rpl,Business Services;Infrastructure;Smart Contract Platform;Decentralized Finance (DeFi);Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Liquid Staking Governance Tokens;Coinbase Ventures Portfolio;Proof of Stake (PoS);Index Coop Defi Index;Consensys Portfolio;Liquid Staking,2025-07-11T05:00:30.376478+00:00
rollbit-coin,Rollbit Coin,rlb,Gambling (GambleFi);Gaming (GameFi);Ethereum Ecosystem,2025-07-11T05:00:31.476896+00:00
ronin,Ronin,ron,Smart Contract Platform;Gaming (GameFi);NFT;Layer 1 (L1);Play To Earn;Zero Knowledge (ZK);FTX Holdings;Ronin Ecosystem;Gaming Blockchains;SideChain;Andreessen Horowitz (a16z) Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-07-11T05:00:32.096935+00:00
safe,Safe,safe,Infrastructure;Wallets;Gnosis Chain Ecosystem;Ethereum Ecosystem,2025-07-11T05:00:32.642658+00:00
safepal,SafePal,sfp,BNB Chain Ecosystem;Wallets;Ethereum Ecosystem;Animoca Brands Portfolio;Binance Launchpad;Energi Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-07-11T05:00:33.318597+00:00
sahara-ai,Sahara AI,sahara,Artificial Intelligence (AI);BNB Chain Ecosystem;Ethereum Ecosystem,2025-07-11T05:00:33.864661+00:00
saros-finance,Saros,saros,Solana Ecosystem;Payment Solutions;Viction Ecosystem,2025-07-11T05:00:34.430808+00:00
sats-ordinals,SATS (Ordinals),sats,BRC-20;Bitcoin Ecosystem;Inscriptions,2025-07-11T05:00:34.980234+00:00
sbtc-2,sBTC,sbtc,Smart Contract Platform;Bitcoin Sidechains;Stacks Ecosystem;SideChain,2025-07-11T05:00:36.259503+00:00
sei-network,Sei,sei,Smart Contract Platform;Decentralized Finance (DeFi);Layer 1 (L1);Parallelized EVM;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;GMCI Layer 1 Index;Delphi Ventures Portfolio;Circle Ventures Portfolio;OKX Ventures Portfolio;GMCI Index;Sei Network Ecosystem;World Liberty Financial Portfolio;Made in USA,2025-07-11T05:00:36.799151+00:00
seraph,Seraph,seraph,Gaming (GameFi);BNB Chain Ecosystem;Play To Earn;Ethereum Ecosystem;RPG;Gaming Utility Token;Action Games,2025-07-11T05:00:37.417875+00:00
shiba-inu,Shiba Inu,shib,Meme;Ethereum Ecosystem;Animoca Brands Portfolio;Dog-Themed;GMCI Meme Index;GMCI 30 Index;GMCI Index;Coinbase 50 Index,2025-07-11T05:00:38.079846+00:00
siacoin,Siacoin,sc,Smart Contract Platform;Storage;DePIN;Paradigm Portfolio;Proof of Work (PoW);DragonFly Capital Portfolio;Made in USA,2025-07-11T05:00:38.703358+00:00
singularitynet,SingularityNET,agix,Artificial Intelligence (AI);Cardano Ecosystem;Ethereum Ecosystem;AI Agents;Sora Ecosystem,2025-07-11T05:00:39.268826+00:00
six,Six Sigma,six,Gambling (GambleFi);Solana Ecosystem,2025-07-11T05:00:40.151969+00:00
skale,SKALE,skl,Smart Contract Platform;Gaming (GameFi);Layer 1 (L1);Ethereum Ecosystem;Modular Blockchain;Account Abstraction;Multicoin Capital Portfolio;Gaming Blockchains;Gaming Utility Token;Skale Ecosystem;Consensys Portfolio;Galaxy Digital Portfolio;Made in USA,2025-07-11T05:00:40.751183+00:00
sky,Sky,sky,Decentralized Finance (DeFi);Ethereum Ecosystem;Hydration Ecosystem,2025-07-11T05:00:41.297078+00:00
snek,Snek,snek,Meme;Cardano Ecosystem,2025-07-11T05:00:42.387361+00:00
solana,Solana,sol,Smart Contract Platform;Solana Ecosystem;Layer 1 (L1);Alleged SEC Securities;FTX Holdings;Multicoin Capital Portfolio;Proof of Stake (PoS);Alameda Research Portfolio;Andreessen Horowitz (a16z) Portfolio;GMCI Layer 1 Index;GMCI 30 Index;Delphi Ventures Portfolio;GMCI Index;Polychain Capital Portfolio;Made in USA;Coinbase 50 Index,2025-07-11T05:00:42.937784+00:00
solo-coin,Sologenic,solo,Decentralized Exchange (DEX);Decentralized Finance (DeFi);BNB Chain Ecosystem;Wallets;XRP Ledger Ecosystem,2025-07-11T05:00:45.307903+00:00
solv-btc,Solv Protocol BTC,solvbtc,Crypto-Backed Tokens;BNB Chain Ecosystem;Solana Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;ZkSync Ecosystem;Mantle Ecosystem;Base Ecosystem;Berachain Ecosystem;Merlin Chain Ecosystem;Mode Ecosystem;Rootstock Ecosystem;Sonic Ecosystem;Sei Network Ecosystem;Ink Ecosystem;Soneium Ecosystem;HyperEVM Ecosystem;Corn Ecosystem,2025-07-11T05:00:45.972155+00:00
solv-protocol-solvbtc-jupiter,Solv Protocol SolvBTC Jupiter,solvbtc.jup,BNB Chain Ecosystem;Solana Ecosystem;Soneium Ecosystem,2025-07-11T05:00:47.189834+00:00
sonic-3,Sonic,s,Smart Contract Platform;Layer 1 (L1);Galaxy Digital Portfolio;Sonic Ecosystem,2025-07-11T05:00:47.818333+00:00
sophon,Sophon,soph,Smart Contract Platform;BNB Chain Ecosystem;Polygon Ecosystem;Arbitrum Ecosystem;Layer 2 (L2);Base Ecosystem;Binance HODLer Airdrops;Binance Alpha Spotlight,2025-07-11T05:00:48.434797+00:00
space-nation-oikos,Space Nation Oikos,oik,Gaming (GameFi);NFT;BNB Chain Ecosystem;Immutable zkEVM Ecosystem;RPG;MMO,2025-07-11T05:00:49.052685+00:00
spx6900,SPX6900,spx,Solana Ecosystem;Meme;Ethereum Ecosystem;Base Ecosystem;Bridged-Tokens;Murad Picks;Stock market-themed;4chan-Themed,2025-07-11T05:00:50.188371+00:00
stargate-finance,Stargate Finance,stg,Decentralized Finance (DeFi);Yield Farming;BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Linea Ecosystem;Bridge Governance Tokens;Base Ecosystem;FTX Holdings,2025-07-11T05:00:53.550397+00:00
starknet,Starknet,strk,Infrastructure;Smart Contract Platform;Ethereum Ecosystem;Layer 2 (L2);Zero Knowledge (ZK);Starknet Ecosystem;Paradigm Portfolio;Coinbase Ventures Portfolio;Rollup;Multicoin Capital Portfolio;Alameda Research Portfolio;Pantera Capital Portfolio;GMCI Layer 2 Index;Consensys Portfolio;Sequoia Capital Portfolio;GMCI Index;Polychain Capital Portfolio,2025-07-11T05:00:54.122869+00:00
status,Status,snt,Software as a service;Ethereum Ecosystem;Energi Ecosystem,2025-07-11T05:00:55.211384+00:00
steakhouse-usdc-morpho-vault,Steakhouse USDC Morpho Vault,steakusdc,Decentralized Finance (DeFi);Ethereum Ecosystem;Morpho Ecosystem,2025-07-11T05:00:56.416002+00:00
stellar,Stellar,xlm,Smart Contract Platform;Real World Assets (RWA);Stellar Ecosystem;GMCI 30 Index;GMCI Index;Made in USA;Coinbase 50 Index,2025-07-11T05:00:57.547032+00:00
stepn,GMT,gmt,Gaming (GameFi);NFT;BNB Chain Ecosystem;Solana Ecosystem;Polygon Ecosystem;Play To Earn;Move To Earn;Ethereum Ecosystem;Binance Launchpad;Gaming Governance Token;Sports Games;Alameda Research Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Sequoia Capital Portfolio,2025-07-11T05:00:58.083318+00:00
story-2,Story,ip,Artificial Intelligence (AI);Smart Contract Platform;Layer 1 (L1);Made in USA;Story Ecosystem,2025-07-11T05:00:59.236231+00:00
stp-network,AWE Network,awe,Artificial Intelligence (AI);Infrastructure;Decentralized Finance (DeFi);Derivatives;Synthetic Issuer;Base Ecosystem;AI Agents;Synthetic;AI Agent Launchpad,2025-07-11T05:00:59.991476+00:00
stratis,Stratis,strax,Smart Contract Platform;Proof of Stake (PoS),2025-07-11T05:01:00.539397+00:00
subsquid,SQD,sqd,Artificial Intelligence (AI);Big Data;Analytics;BNB Chain Ecosystem;Arbitrum Ecosystem;Base Ecosystem,2025-07-11T05:01:01.122308+00:00
sui,Sui,sui,Smart Contract Platform;Binance Launchpool;Layer 1 (L1);Sui Ecosystem;Coinbase Ventures Portfolio;Andreessen Horowitz (a16z) Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;GMCI Layer 1 Index;Circle Ventures Portfolio;GMCI Index;Made in USA,2025-07-11T05:01:01.742535+00:00
sun-token,Sun Token,sun,Decentralized Finance (DeFi);Tron Ecosystem,2025-07-11T05:01:03.755832+00:00
superfarm,SuperVerse,super,Gaming (GameFi);NFT;Collectibles;Polygon Ecosystem;Ethereum Ecosystem;Animoca Brands Portfolio;Gaming Blockchains;Made in USA,2025-07-11T05:01:05.449009+00:00
sushi,Sushi,sushi,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);BNB Chain Ecosystem;Yearn Ecosystem;Solana Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Fantom Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Celo Ecosystem;Ethereum Ecosystem;Base Ecosystem;Alameda Research Portfolio;Pantera Capital Portfolio;Energi Ecosystem;Sora Ecosystem;Blockchain Capital Portfolio,2025-07-11T05:01:07.222806+00:00
swftcoin,SWFTCOIN,swftc,Exchange-based Tokens;NFT;BNB Chain Ecosystem;Ethereum Ecosystem,2025-07-11T05:01:08.911403+00:00
swipe,Solar,sxp,BNB Chain Ecosystem;Harmony Ecosystem;Ethereum Ecosystem;Alameda Research Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-07-11T05:01:10.021135+00:00
swissborg,SwissBorg,borg,Solana Ecosystem;Ethereum Ecosystem;Energi Ecosystem;CeFi,2025-07-11T05:01:10.652301+00:00
swop-2,Swop,swop,SocialFi;Solana Ecosystem;Decentralized Identifier (DID);Payment Solutions,2025-07-11T05:01:11.191975+00:00
syrup,Maple Finance,syrup,Decentralized Finance (DeFi);Yield Farming;Lending/Borrowing Protocols;Ethereum Ecosystem;Real World Assets (RWA);Base Ecosystem;Binance Alpha Spotlight,2025-07-11T05:01:11.733325+00:00
tdccp,TDCCP,tdccp,Solana Ecosystem;Meme;Solana Meme,2025-07-11T05:01:13.545010+00:00
telcoin,Telcoin,tel,Decentralized Finance (DeFi);Wallets;Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Payment Solutions;Base Ecosystem;Made in USA,2025-07-11T05:01:14.119991+00:00
tellor,Tellor Tributes,trb,Business Services;Decentralized Finance (DeFi);Oracle;Polygon Ecosystem;Gnosis Chain Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Manta Network Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Lisk Ecosystem;Made in USA,2025-07-11T05:01:14.748471+00:00
terra-luna,Terra Luna Classic,lunc,Smart Contract Platform;Decentralized Finance (DeFi);Coinbase Ventures Portfolio;DeFiance Capital Portfolio;Pantera Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Galaxy Digital Portfolio,2025-07-11T05:01:15.284941+00:00
terra-luna-2,Terra,luna,Alleged SEC Securities;Osmosis Ecosystem;DeFiance Capital Portfolio;Pantera Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Delphi Ventures Portfolio;Galaxy Digital Portfolio;OKX Ventures Portfolio,2025-07-11T05:01:15.851845+00:00
tezos,Tezos,xtz,Smart Contract Platform;Layer 1 (L1);Tezos Ecosystem;Proof of Stake (PoS);GMCI Layer 1 Index;GMCI Index;Polychain Capital Portfolio;Made in USA;Coinbase 50 Index,2025-07-11T05:01:17.003433+00:00
the-graph,The Graph,grt,Artificial Intelligence (AI);Business Services;Infrastructure;Smart Contract Platform;Analytics;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;DePIN;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Proof of Stake (PoS);Energi Ecosystem;Sora Ecosystem;Made in USA;Coinbase 50 Index,2025-07-11T05:01:17.615170+00:00
the-grays-currency,The Grays Currency,ptgc,Meme;PulseChain Ecosystem,2025-07-11T05:01:18.146997+00:00
the-open-network,Toncoin,ton,Smart Contract Platform;BNB Chain Ecosystem;Layer 1 (L1);Ethereum Ecosystem;Animoca Brands Portfolio;Alleged SEC Securities;DWF Labs Portfolio;TON Ecosystem;Proof of Stake (PoS);Pantera Capital Portfolio;GMCI Layer 1 Index;GMCI 30 Index;GMCI Index,2025-07-11T05:01:18.751951+00:00
the-sandbox,The Sandbox,sand,Gaming (GameFi);NFT;Metaverse;Polygon Ecosystem;Play To Earn;Harmony Ecosystem;Ethereum Ecosystem;Animoca Brands Portfolio;Alleged SEC Securities;Binance Launchpad;Gaming Utility Token;Simulation Games;Energi Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Coinbase 50 Index,2025-07-11T05:01:19.339409+00:00
theta-fuel,Theta Fuel,tfuel,Smart Contract Platform;DePIN;Proof of Stake (PoS);Made in USA,2025-07-11T05:01:19.935927+00:00
theta-token,Theta Network,theta,Smart Contract Platform;Layer 1 (L1);DePIN;Theta Ecosystem;Blockchain Capital Portfolio;Made in USA,2025-07-11T05:01:20.511495+00:00
thorchain,THORChain,rune,Decentralized Exchange (DEX);Infrastructure;Smart Contract Platform;Exchange-based Tokens;Decentralized Finance (DeFi);Bridge Governance Tokens;Multicoin Capital Portfolio;Proof of Stake (PoS);Delphi Ventures Portfolio,2025-07-11T05:01:21.074044+00:00
threshold-network-token,Threshold Network,t,Decentralized Finance (DeFi);Solana Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;Cross-chain Communication;BTCfi Protocol,2025-07-11T05:01:21.772644+00:00
tokenize-xchange,Tokenize Xchange,tkx,Exchange-based Tokens;Centralized Exchange (CEX) Token;Ethereum Ecosystem;Titanchain Ecosystem,2025-07-11T05:01:22.344780+00:00
toshi,Toshi,toshi,Launchpad;Meme;Base Ecosystem;Cat-Themed;Base Meme,2025-07-11T05:01:22.936456+00:00
tradable-na-rent-financing-platform-sstn,Tradable NA Rent Financing Platform SSTN,pc0000031,ZkSync Ecosystem;Real World Assets (RWA);Tradable Ecosystem,2025-07-11T05:01:23.498718+00:00
tradable-singapore-fintech-ssl-2,Tradable Singapore Fintech SSL,pc0000023,ZkSync Ecosystem;Real World Assets (RWA);Tradable Ecosystem,2025-07-11T05:01:24.101694+00:00
trip,Trip,trip,Tourism;BNB Chain Ecosystem,2025-07-11T05:01:25.880546+00:00
tron,TRON,trx,Smart Contract Platform;Layer 1 (L1);Alleged SEC Securities;FTX Holdings;DWF Labs Portfolio;Tron Ecosystem;Proof of Stake (PoS);GMCI Layer 1 Index;GMCI 30 Index;GMCI Index;World Liberty Financial Portfolio;Made in China,2025-07-11T05:01:26.436062+00:00
trust-wallet-token,Trust Wallet,twt,BNB Chain Ecosystem;Wallets;Account Abstraction;Energi Ecosystem,2025-07-11T05:01:27.583071+00:00
turbo,Turbo,turbo,Meme;Ethereum Ecosystem;Frog-Themed;AI Meme,2025-07-11T05:01:28.133998+00:00
uma,UMA,uma,Business Services;Decentralized Finance (DeFi);Oracle;Derivatives;Synthetic Issuer;Avalanche Ecosystem;Ethereum Ecosystem;Blockchain Capital Portfolio;Synthetic;Made in USA,2025-07-11T05:01:28.728600+00:00
undeads-games,Undeads Games,uds,Gaming (GameFi);NFT;Ethereum Ecosystem,2025-07-11T05:01:29.261593+00:00
uniswap,Uniswap,uni,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Gnosis Chain Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Paradigm Portfolio;Coinbase Ventures Portfolio;Index Coop Defi Index;Andreessen Horowitz (a16z) Portfolio;Energi Ecosystem;Sora Ecosystem;Huobi ECO Chain Ecosystem;GMCI DeFi Index;GMCI 30 Index;Blockchain Capital Portfolio;GMCI Index;Polychain Capital Portfolio;Made in USA;Unichain Ecosystem;Coinbase 50 Index,2025-07-11T05:01:30.352636+00:00
unit-00-rei,Rei,rei,Artificial Intelligence (AI);Base Ecosystem;AI Applications;AI Agent Launchpad;AI Framework,2025-07-11T05:01:31.454527+00:00
useless-3,Useless Coin,useless,Solana Ecosystem;Meme;Solana Meme;LetsBONK.fun Ecosystem,2025-07-11T05:01:39.088955+00:00
uxlink,UXLINK,uxlink,SocialFi;Arbitrum Ecosystem,2025-07-11T05:01:40.257733+00:00
vana,Vana,vana,Artificial Intelligence (AI);Smart Contract Platform;Layer 1 (L1);Paradigm Portfolio;Coinbase Ventures Portfolio;DeFiance Capital Portfolio;Polychain Capital Portfolio;Vana Ecosystem,2025-07-11T05:01:40.859913+00:00
vaulta,Vaulta,a,Layer 1 (L1);World Liberty Financial Portfolio,2025-07-11T05:01:41.513611+00:00
vechain,VeChain,vet,Internet of Things (IOT);Smart Contract Platform;Layer 1 (L1);VeChain Ecosystem;Made in China,2025-07-11T05:01:42.213404+00:00
velo,Velo,velo,Decentralized Finance (DeFi);BNB Chain Ecosystem;Real World Assets (RWA);DWF Labs Portfolio;Stellar Ecosystem;Binance Alpha Spotlight,2025-07-11T05:01:42.793423+00:00
venice-token,Venice Token,vvv,Artificial Intelligence (AI);Base Ecosystem;AI Agents;AI Applications;Made in USA,2025-07-11T05:01:43.349636+00:00
